"speciesKey","speciesDisplayName","cultivar","aliases","catalogOnly","hasPhaseAdjustment","phaseBucket","hasPollinationOverride","pollinationRequirement","researchStatus","researchNoteId","lastReviewedDate"
"barbados cherry","Barbados Cherry","BRS 236 Cereja","Cereja","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","BRS 237 Roxinha","Roxinha","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","BRS 238 Frutacor","Frutacor","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","BRS 366 Jaburu","Jaburu","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","BRS Cabocla","Cabocla","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","BRS Sertaneja","Sertaneja","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","C.F. Rehnborg","Rehnborg","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","Coopama NÂº 1","Coopama No. 1","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","Costa Rica","","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","F. Haley","Haley","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","Flor Branca","","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","Florida Sweet","","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","Hawaiian Queen","","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","J.H. Beaumont","Beaumont","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","Junko","","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","Manoa Sweet","","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","Maunawili","","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","Nikki","","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","Okinawa","","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","Olivier","","false","true","MID","true","CROSS_POLLINATION_RECOMMENDED","reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","Red Jumbo","","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","Rubra","","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","Tropical Ruby","","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","UEL 3 - Dominga","UEL3 Dominga","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","UEL 4 - Ligia","UEL4 Ligia","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","UEL 5 - Natalia","UEL5 Natalia","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"barbados cherry","Barbados Cherry","Waldy-CATI 30","Waldy CATI 30","false","true","MID","false",,"reviewed","barbados-cherry-research.md","2026-03-30"
"black sapote","Black Sapote","Bernicker","Bernecker","false","true","MID","false",,"reviewed","black-sapote-research.md","2026-03-30"
"black sapote","Black Sapote","Cocktail","","false","true","MID","false",,"reviewed","black-sapote-research.md","2026-03-30"
"black sapote","Black Sapote","Maher","","false","true","MID","false",,"reviewed","black-sapote-research.md","2026-03-30"
"black sapote","Black Sapote","Merida","Reineke|Reinecke","false","true","MID","false",,"reviewed","black-sapote-research.md","2026-03-30"
"black sapote","Black Sapote","Mossman","","false","true","MID","false",,"reviewed","black-sapote-research.md","2026-03-30"
"black sapote","Black Sapote","Ricks Late","Rick's Late","false","true","MID","false",,"reviewed","black-sapote-research.md","2026-03-30"
"black sapote","Black Sapote","Superb","","false","true","MID","false",,"reviewed","black-sapote-research.md","2026-03-30"
"blackberry","Blackberry","Apache","","true","false","","true","SELF_FERTILE","reviewed","pome-berry-bloom-research.md","2026-03-30"
"blackberry","Blackberry","Arapaho","","true","false","","true","SELF_FERTILE","reviewed","pome-berry-bloom-research.md","2026-03-30"
"blackberry","Blackberry","Chester","Chester Thornless","true","false","","true","SELF_FERTILE","reviewed","pome-berry-bloom-research.md","2026-03-30"
"blackberry","Blackberry","Natchez","","true","false","","true","SELF_FERTILE","reviewed","pome-berry-bloom-research.md","2026-03-30"
"blackberry","Blackberry","Navaho","","true","false","","true","SELF_FERTILE","reviewed","pome-berry-bloom-research.md","2026-03-30"
"blackberry","Blackberry","Ouachita","","true","false","","true","SELF_FERTILE","reviewed","pome-berry-bloom-research.md","2026-03-30"
"blackberry","Blackberry","Prime-Ark Freedom","","true","false","","true","SELF_FERTILE","reviewed","pome-berry-bloom-research.md","2026-03-30"
"blackberry","Blackberry","Triple Crown","","true","false","","true","SELF_FERTILE","reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Alapaha","","false","true","MID_LATE","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Arcadia","","false","true","EARLY","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Austin","","false","true","MID_LATE","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Beckyblue","Becky Blue","false","true","EARLY","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Biloxi","","false","true","MID","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Bluecrop","Blue Crop","false","true","MID","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Bonita","","false","true","EARLY","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Brightwell","","false","true","LATE","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Chandler","","false","true","MID","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Chickadee","","false","true","EARLY","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Climax","","false","true","EARLY","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Duke","","false","true","LATE","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Elliott","Elliot","false","true","LATE","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Emerald","","false","true","EARLY_MID","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Farthing","","false","true","EARLY_MID","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Jewel","","false","true","EARLY_MID","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Kestrel","","false","true","EARLY","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Legacy","","false","true","MID","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Misty","","false","true","MID","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","O'Neal","ONeal","false","true","MID","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Optimus","","false","true","EARLY","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Patriot","","false","true","EARLY","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Powderblue","Powder Blue","false","true","LATE","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Premier","","false","true","MID_LATE","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Rubel","","false","true","MID_LATE","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Sharpblue","Sharp Blue","false","true","MID","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Snowchaser","Snow Chaser","false","true","EARLY","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Springhigh","Spring High","false","true","EARLY_MID","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Star","","false","true","EARLY_MID","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Sweetcrisp","Sweet Crisp","false","true","MID","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Tifblue","Tif Blue","false","true","LATE","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Vernon","","false","true","MID_LATE","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Windsor","","false","true","MID","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"blueberry","Blueberry","Woodard","","false","true","LATE","false",,"reviewed","pome-berry-bloom-research.md","2026-03-30"
"caimito","Caimito (star apple)","Blanco Star","","false","true","MID","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"caimito","Caimito (star apple)","Haitian Star","Haitian Star Apple","false","true","MID","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"canistel","Canistel","Bruce","","false","true","MID","false",,"reviewed","canistel-research.md","2026-03-30"
"canistel","Canistel","Fairchild #1","Fairchild 1","false","true","MID","false",,"reviewed","canistel-research.md","2026-03-30"
"canistel","Canistel","Fairchild #2","Fairchild 2","false","true","MID","false",,"reviewed","canistel-research.md","2026-03-30"
"canistel","Canistel","Fitzpatrick","","false","true","MID","false",,"reviewed","canistel-research.md","2026-03-30"
"canistel","Canistel","Keisau","","false","true","MID","false",,"reviewed","canistel-research.md","2026-03-30"
"canistel","Canistel","Oro","","false","true","MID","false",,"reviewed","canistel-research.md","2026-03-30"
"canistel","Canistel","TREC 9680","TREC9680","false","true","MID","false",,"reviewed","canistel-research.md","2026-03-30"
"canistel","Canistel","TREC 9681","TREC9681","false","true","MID","false",,"reviewed","canistel-research.md","2026-03-30"
"canistel","Canistel","Trompo","","false","true","MID","false",,"reviewed","canistel-research.md","2026-03-30"
"cashew","Cashew (cashew apple)","AnÃ£o / Precoce","Anao / Precoce|Anao/Precoce|AnÃ£o/Precoce|Anao|Precoce","false","true","MID","false",,"reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"cashew","Cashew (cashew apple)","Gigante / Tardio","Gigante/Tardio|Gigante|Tardio","false","true","MID","false",,"reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mandarin","Clementine","Algerian","Clementine","false","true","EARLY","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Clementine","Arrufatina","","false","true","EARLY","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Clementine","Clemenules","Nules|Nules Clementine","false","true","EARLY_MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Clementine","Corsica #1","Corsica 1","false","true","MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Clementine","Fina","","false","true","EARLY","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Clementine","Fina Sodea","","false","true","EARLY","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Clementine","Hernandina","","false","true","LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Clementine","Marisol","","false","true","EARLY","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Clementine","Monreal","","false","true","MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Clementine","Nour","","false","true","LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Clementine","Oroval","","false","true","EARLY","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"coconut","Coconut","Golden Malayan Dwarf","Malayan Golden Dwarf|Golden Malayan","false","true","MID","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"coconut","Coconut","Green Malayan Dwarf","Malayan Green Dwarf","false","true","MID","false",,"reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"coconut","Coconut","Jamaican Tall","Atlantic Tall|Jamaica Tall","false","true","MID","true","CROSS_POLLINATION_RECOMMENDED","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"coconut","Coconut","Malayan Dwarf","Dwarf Malayan","false","true","MID","true","UNKNOWN","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"coconut","Coconut","Maypan","","false","true","MID","true","UNKNOWN","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"coconut","Coconut","Panama Tall","","false","true","MID","true","CROSS_POLLINATION_RECOMMENDED","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"coconut","Coconut","Red Malayan Dwarf","Malayan Red Dwarf","false","true","MID","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"coconut","Coconut","Yellow Malayan Dwarf","Malayan Yellow Dwarf","false","true","MID","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Alice","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","American Beauty","","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Arizona Purple","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Armando","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Asunta 1","","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Asunta 2","","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Asunta 3","","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Asunta 4","","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Asunta 5 Paco","A5 Paco|Asunta 5 Kevin|Asunta 5 La Palma|Kevin|La Palma","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Asunta 5 Patricia","A5 Patricia|A5 Patrecia|Asunta 5 Patrecia","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Asunta 5 Starburst","A5 Starburst","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Asunta 5 Sunset Sherbet","A5 Sunset Sherbet|Asunta 5 Edgar|Sunset Sherbet|Sunset Sherbert","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Asunta 5 Ventura","A5 Ventura","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Asunta 6","A6|Wild Berry Skittles|Asunta 6 Wild Berry Skittles","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","AX","","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Aztec Gem","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","B B Red","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","B B White","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Baby Cerrado","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Blush","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Bones Purple","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Bruni","","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Capistrano Valley","","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Cebra","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Cerise","Cerise Red","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Chameleon","","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Colombian Supreme","Colombian Supreme Red|Columbian Supreme|Columbian Supreme Red|Common Red","false","true","MID","true","SELF_FERTILE_CROSS_BENEFITS","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Columbian Red","Colombian Red","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Commercial White","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Condor","","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Connie Gee","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Connie Mayer","","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Cosmic Charlie","","false","true","MID","false","CROSS_POLLINATION_RECOMMENDED","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Costa Rican Sunset","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Crimson","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Dark Star","","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Delight","","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Dennis Pale Pink","Dennis's Pale Pink","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Desert King","DK16|DK 16|Desert King 16","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Edgar's Baby","Edgars Baby","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Florida Sweet White","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Frankie's Red","Frankies Red","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Fruit Punch","Punch|Paul Thomson #3.5S|Paul Thompson #3.5S|3.5S","false","true","MID","false","CROSS_POLLINATION_RECOMMENDED","strong","pollination-research.md","2026-03-30"
